,index,movieId,Mean_rating,Total_ratings,title,startYear,IMDBRating,IMBDVotes,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,language_en,language_es,language_fr,Adult_0,region_FR,region_US
8987,8987,152065,3.5,1,Embrace of the Serpent (2016),2015.0,7.9,20573,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8988,8988,152071,1.5,1,Race (2016),2016.0,7.1,34465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8989,8989,152077,3.6785714285714284,14,10 Cloverfield Lane (2016),2016.0,7.2,287292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
8990,8990,152079,2.0,2,London Has Fallen (2016),2016.0,5.9,143526,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
8991,8991,152081,3.890625,32,Zootopia (2016),2016.0,8.0,427757,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8992,8992,152083,3.3333333333333335,3,Whiskey Tango Foxtrot (2016),2016.0,6.6,49202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
8993,8993,152085,2.5,1,Desierto (2016),2015.0,6.0,9157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8994,8994,152091,3.125,4,The Brothers Grimsby (2016),2016.0,6.2,92246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8995,8995,152173,4.0,1,Michael Jackson's Thriller (1983),1983.0,8.7,15582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8996,8996,152270,3.5,1,The Wait (2015),2015.0,6.6,2073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8997,8997,152284,3.5,1,War and Peace (2016),2016.0,8.2,20329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
8998,8998,152372,3.5,1,Southbound (2016),2015.0,5.9,16628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8999,8999,152591,4.0,1,Ip Man 3 (2015),2015.0,7.1,48514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9000,9000,152658,1.5,1,Santa's Little Helper (2015),2015.0,4.9,1165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9001,9001,152711,5.0,1,Who Killed Chea Vichea? (2010),2011.0,7.4,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9002,9002,152970,4.375,4,Hunt for the Wilderpeople (2016),2016.0,7.9,108435,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9003,9003,153070,3.5,1,Rabbits (2002),2002.0,7.0,7112,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9004,9004,153236,3.0,1,Genius Party (2007),2007.0,7.1,1277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9005,9005,153386,3.0,1,Long Live Ghosts! (1977),1977.0,7.6,559,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9006,9006,153408,4.0,1,Tears for Sale (2008),2008.0,6.9,2286,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9007,9007,154065,2.0,1,Dad's Army (2016),2016.0,5.2,7299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9008,9008,154358,4.0,1,The Barkley Marathons: The Race That Eats Its Young (2015),2014.0,7.8,4538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9009,9009,154975,4.0,1,Merci Patron ! (2016),2016.0,7.4,902,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9010,9010,155064,3.0,2,The Neon Demon (2016),2016.0,6.2,83155,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
9011,9011,155288,2.8333333333333335,3,Eye in the Sky (2016),2015.0,7.3,78478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
9012,9012,155358,2.0,1,Camino (2016),2015.0,4.9,943,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9013,9013,155509,3.5,3,Mr. Right (2016),2015.0,6.3,49932,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
9014,9014,155589,3.0,1,Noin 7 veljestä (1968),1968.0,6.4,538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9015,9015,155659,4.0,1,Florence Foster Jenkins (2016),2016.0,6.8,50279,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9016,9016,155743,2.0,1,My Big Fat Greek Wedding 2 (2016),2016.0,6.0,28059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9017,9017,155774,3.5,1,Neon Bull (2015),2015.0,6.8,2757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9018,9018,155812,3.25,2,Get a Job (2016),2016.0,5.3,21230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9019,9019,155820,2.5,2,Keanu (2016),2016.0,6.3,45311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9020,9020,155892,2.0,1,Me Him Her (2015),2015.0,5.3,1429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9021,9021,156025,5.0,1,Ice Age: The Great Egg-Scapade (2016),2016.0,5.9,3036,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9022,9022,156371,4.166666666666667,3,Everybody Wants Some (2016),2016.0,6.9,51486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9023,9023,156387,3.8333333333333335,3,Sing Street (2016),2016.0,7.9,84086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9024,9024,156553,2.5,1,Zoom (2015),2015.0,6.1,2605,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9025,9025,156605,4.5,1,Paterson,2016.0,7.4,68822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9026,9026,156607,1.0,3,The Huntsman Winter's War (2016),2016.0,6.1,96959,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9027,9027,156609,2.6,5,Neighbors 2: Sorority Rising (2016),2016.0,5.7,112552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9028,9028,156675,2.0,1,Project X (1968),1968.0,5.4,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
9029,9029,156706,2.5,1,The Trust (2016),2016.0,5.4,17664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9030,9030,156726,2.6666666666666665,3,Hush (2016),2016.0,6.6,101547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9031,9031,156781,4.0,1,Jimmy Carr: Telling Jokes (2009),2009.0,8.0,1179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9032,9032,157108,4.5,1,Texas - Doc Snyder hält die Welt in Atem (1993),1993.0,6.8,2383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
9033,9033,157110,4.5,1,00 Schneider - Jagd auf Nihil Baxter (1994),1994.0,7.1,2478,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9034,9034,157122,3.0,1,The Man Who Knew Infinity (2016),2015.0,7.2,50520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9035,9035,157130,2.0,1,Despite the Falling Snow (2016),2016.0,5.8,2475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
9036,9036,157172,0.5,1,Wizards of the Lost Kingdom II (1989),1989.0,1.9,938,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9037,9037,157200,2.25,2,Money Monster (2016),2016.0,6.5,93474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9038,9038,157270,2.5,1,Barbershop: The Next Cut (2016),2016.0,5.9,14224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9039,9039,157296,3.576923076923077,13,Finding Dory (2016),2016.0,7.3,237117,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9040,9040,157312,2.6666666666666665,3,The Boss (2016),2016.0,5.4,42444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9041,9041,157340,2.5,1,The Angry Birds Movie (2016),2016.0,6.3,79434,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9042,9042,157407,1.5,1,I Am Wrath (2016),2016.0,5.4,13382,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9043,9043,157432,1.0,1,Precious Cargo (2016),2016.0,4.6,8476,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9044,9044,157699,3.8333333333333335,6,Snowden (2016),2016.0,7.3,135662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9045,9045,157775,5.0,1,Tenchi Muyô! In Love (1996),1996.0,7.2,1345,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9046,9046,157865,1.5,1,Ratchet & Clank (2016),2016.0,5.6,9804,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
9047,9047,158238,3.8333333333333335,15,The Nice Guys (2016),2016.0,7.4,275416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
9048,9048,158254,1.5,1,Kindergarten Cop 2 (2016),2016.0,4.5,3359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9049,9049,158388,2.5,1,Buck Rogers in the 25th Century (1979),1979.0,6.7,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
9050,9050,158398,5.0,1,World of Glory (1991),1991.0,7.6,2220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9051,9051,158402,2.5,1,The Crew (2016),2016.0,6.7,4648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9052,9052,158528,2.5,1,The Shallows (2016),2016.0,6.3,118881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9053,9053,158721,3.5,1,Gen-X Cops (1999),1999.0,5.8,2139,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9054,9054,158783,2.6666666666666665,3,The Handmaiden (2016),2016.0,8.1,109403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
9055,9055,158813,2.0,4,Alice Through the Looking Glass (2016),2016.0,6.2,91982,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9056,9056,158830,2.5,1,The BFG (2016),2016.0,6.4,76598,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9057,9057,158842,3.5,1,My Scientology Movie (2016),2015.0,6.7,11920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9058,9058,158872,3.642857142857143,7,Sausage Party (2016),2016.0,6.1,174087,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9059,9059,158874,3.0,1,Karate Bullfighter (1975),1975.0,6.6,366,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9060,9060,158882,5.0,1,All Yours (2016),2016.0,6.0,731,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
9061,9061,158956,2.5,2,Kill Command (2016),2016.0,5.7,13072,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9062,9062,158966,4.5,5,Captain Fantastic (2016),2016.0,7.9,185992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9063,9063,158972,3.6666666666666665,3,Toni Erdmann (2016),2016.0,7.4,43674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9064,9064,159061,3.0,1,The Wailing (2016),2016.0,7.5,50025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
9065,9065,159077,2.5,1,The Meddler (2016),2015.0,6.3,11594,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9066,9066,159093,3.6363636363636362,11,Now You See Me 2 (2016),2016.0,6.5,245454,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9067,9067,159161,4.5,1,Ali Wong: Baby Cobra (2016),2016.0,7.5,5679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9068,9068,159193,3.0,1,Café Society (2016),2016.0,6.6,70273,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
9069,9069,159403,3.0,1,Neo Tokyo (1987),1987.0,7.1,3003,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9070,9070,159415,3.25,2,Swiss Army Man (2016),2016.0,7.0,104758,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
9071,9071,159441,3.5,2,The Do-Over (2016),2016.0,5.7,39907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9072,9072,159510,2.0,1,Death Smiles on a Murderer (1973),1973.0,5.9,1153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9073,9073,159690,2.0,1,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),2016.0,6.0,83647,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9074,9074,159717,3.75,2,The Fundamentals of Caring (2016),2016.0,7.3,57068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9075,9075,159755,2.75,2,Popstar: Never Stop Never Stopping (2016),2016.0,6.7,53990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9076,9076,159811,5.0,1,The Bremen Town Musicians (1969),1969.0,8.0,2375,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9077,9077,159817,4.214285714285714,7,Planet Earth (2006),2006.0,9.4,165056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9078,9078,159849,2.5,1,Bo Burnham: Make Happy (2016),2016.0,8.4,8387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9079,9079,159858,2.25,2,The Conjuring 2 (2016),2016.0,7.3,222647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9080,9080,159976,4.5,1,Pelé: Birth of a Legend (2016),2016.0,7.2,16269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9081,9081,160080,3.125,8,Ghostbusters (2016),2016.0,6.6,202522,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9082,9082,160271,3.625,4,Central Intelligence (2016),2016.0,6.3,157584,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9083,9083,160289,4.5,1,O.J.: Made in America (2016),2016.0,8.9,17315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9084,9084,160341,2.5,1,Bloodmoon (1997),1997.0,5.9,664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9085,9085,160400,3.0,1,Genius (2016),2016.0,6.6,17699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9086,9086,160422,3.0,1,The Wooden Horse (1950),1950.0,7.0,1301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
9087,9087,160438,2.7222222222222223,9,Jason Bourne (2016),2016.0,6.6,206329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9088,9088,160440,1.5,1,The Maid's Room (2014),2013.0,4.5,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9089,9089,160527,4.5,1,Sympathy for the Underdog (1971),1971.0,7.4,783,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9090,9090,160563,3.0833333333333335,6,The Legend of Tarzan (2016),2016.0,6.2,162131,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9091,9091,160565,2.75,2,The Purge: Election Year (2016),2016.0,6.0,89189,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9092,9092,160567,3.3333333333333335,3,Mike & Dave Need Wedding Dates (2016),2016.0,6.0,81678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9093,9093,160569,1.0,1,Ice Age: Collision Course (2016),2016.0,5.7,55994,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9094,9094,160571,3.0,2,Lights Out (2016),2016.0,6.3,113784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9095,9095,160573,3.0,1,Pete's Dragon (2016),2016.0,6.7,53532,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9096,9096,160644,5.0,1,Indignation (2016),2016.0,6.7,11422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9097,9097,160646,2.5,1,Goat (2016),2016.0,5.7,7319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9098,9098,160684,3.5,1,Marauders (2016),2016.0,5.5,18803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9099,9099,160718,4.5,2,Piper (2016),2016.0,8.4,25248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9100,9100,160730,2.0,1,The Adderall Diaries (2015),2015.0,5.2,4350,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9101,9101,160836,3.0,1,Hazard (2005),2005.0,6.9,621,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9102,9102,160848,4.5,1,The Red Turtle (2016),2016.0,7.5,30686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9103,9103,160872,0.5,1,Satanic (2016),2016.0,3.6,6295,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9104,9104,160954,2.625,4,Nerve (2016),2016.0,6.5,114586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9105,9105,160980,3.1666666666666665,6,Sully (2016),2016.0,7.4,233977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9106,9106,161008,2.5,1,The Forbidden Dance (1990),1990.0,3.9,1496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9107,9107,161024,4.5,1,Jim Jefferies: Freedumb (2016),2016.0,7.8,4800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9108,9108,161032,2.5,1,The Grandmother (1970),1970.0,7.2,6184,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9109,9109,161044,3.0,1,Webmaster (1998),1998.0,4.9,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
9110,9110,161127,3.75,2,The Infiltrator (2016),2016.0,7.0,67662,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9111,9111,161131,3.625,8,War Dogs (2016),2016.0,7.1,175084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9112,9112,161290,1.0,1,Vigilante Diaries (2016),2016.0,5.5,4199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9113,9113,161354,3.0,1,Batman: The Killing Joke (2016),2016.0,6.4,49041,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9114,9114,161580,3.8333333333333335,3,Bad Moms (2016),2016.0,6.2,112594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9115,9115,161582,3.5625,8,Hell or High Water (2016),2016.0,7.6,201406,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9116,9116,161594,3.5,1,Kingsglaive: Final Fantasy XV (2016),2016.0,6.8,19820,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9117,9117,161634,3.3,5,Don't Breathe (2016),2016.0,7.1,217898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9118,9118,161830,1.0,1,Body (2015),2015.0,5.2,1730,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9119,9119,161918,1.5,1,Sharknado 4: The 4th Awakens (2016),2016.0,3.9,7350,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9120,9120,161922,3.25,2,The Edge of Seventeen (2016),2016.0,7.3,102689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9121,9121,161966,4.0,1,Elle (2016),2016.0,7.1,60469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9122,9122,162082,3.5,1,Train to Busan (2016),2016.0,7.6,160839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9123,9123,162344,5.0,1,Tom Segura: Mostly Stories (2016),2016.0,7.6,2848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9124,9124,162350,3.5833333333333335,6,The Magnificent Seven (2016),2016.0,6.9,183350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
9125,9125,162414,5.0,1,Moonlight,2016.0,7.4,269015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9126,9126,162478,4.0,3,Masterminds (2016),2016.0,5.8,49885,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9127,9127,162578,4.0,6,Kubo and the Two Strings (2016),2016.0,7.8,116697,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9128,9128,162590,1.0,1,Bridget Jones's Baby (2016),2016.0,6.5,67525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
9129,9129,162598,3.5,1,Deepwater Horizon (2016),2016.0,7.1,149506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9130,9130,162600,3.0,3,Miss Peregrine's Home for Peculiar Children (2016),2016.0,6.7,154089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
9131,9131,162602,4.5,1,The Girl on the Train (2016),2016.0,6.5,167297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9132,9132,162606,3.0,6,The Accountant (2016),2016.0,7.3,257194,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
9133,9133,162828,2.5,1,Imperium (2016),2016.0,6.5,41782,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
9134,9134,163056,4.0,1,Shin Godzilla (2016),2016.0,6.8,21829,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
9135,9135,163072,5.0,1,Winnie Pooh (1969),1969.0,8.3,3756,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9136,9136,163112,5.0,1,Winnie the Pooh Goes Visiting (1971),1971.0,8.3,2997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
